Unnamed: 0_x,capture_id,image_rank_in_capture,image_path_rel,Unnamed: 0_y,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,p_users_identified_this_species,pielous_evenness_index,question__horns_visible,is_animal,species_idx,count_idx
172808,SER_S3#I06#12#22,1,S3/I06/I06_R12/S3_I06_R12_IMAG0062.JPG,64460,S3,I06,12,22,2011-11-13,13:10:26,ASG0009y9w,wildebeest,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.87,0.44,,1,0,1
439274,SER_S11#P06#1#6,1,SER_S11/P06/P06_R1/SER_S11_P06_R1_IMAG0013.JPG,168769,SER_S11,P06,1,6,2015-08-03,14:54:30,31555190,gazellethomsons,2,2.0,2,0.12,0.0,0.12,1.0,0.0,0.25,0.89,0.5,,1,2,2
203045,SER_S4#H02#2#188,2,S4/H02/H02_R2/S4_H02_R2_IMAG0465.JPG,78660,S4,H02,2,188,2012-05-02,12:14:39,ASG000dvma,warthog,3,2.0,2,0.0,0.0,1.0,0.0,0.03,0.0,1.0,0.0,,1,5,2
406539,SER_S5#J01#2#67,2,S5/J01/J01_R2/S5_J01_R2_IMAG0169.JPG,157673,S5,J01,2,67,2012-08-10,17:15:27,ASG000qfy5,buffalo,3,2.0,1,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,,1,6,2
102649,SER_S4#D11#1#163,1,S4/D11/D11_R1/S4_D11_R1_IMAG0327.JPG,39518,S4,D11,1,163,2012-02-10,18:47:19,ASG000bia3,zebra,6,6.0,5,0.0,0.0,0.92,0.25,0.0,0.25,1.0,0.0,,1,3,4
400076,SER_S6#S07#1#13,2,S6/S07/S07_R1/S6_S07_R1_IMAG0025.JPG,149240,S6,S07,1,13,2012-12-12,07:42:13,ASG0011cvp,zebra,1,1.0,1,0.9,0.0,0.1,0.03,0.0,0.0,0.97,0.74,,1,3,1
411959,SER_S5#J02#2#334,3,S5/J02/J02_R2/S5_J02_R2_IMAG0890.JPG,159828,S5,J02,2,334,2012-09-27,08:24:29,ASG000qhpc,gazelleThomsons,2,2.0,2,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,4,2
794323,SER_S5#T13#3#168,1,S5/T13/T13_R3/S5_T13_R3_IMAG0502.JPG,302775,S5,T13,3,168,2012-09-05,15:44:08,ASG000tnit,gazelleThomsons,7,5.0,4,1.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,,1,4,3
48948,SER_S2#C10#2#316,2,S2/C10/C10_R2/S2_C10_R2_PICT0944.JPG,18232,S2,C10,2,316,2011-05-13,11:50:48,ASG0003t3b,wildebeest,1,1.0,1,0.15,0.0,0.85,0.0,0.0,0.0,1.0,0.0,,1,0,1
94803,SER_S9#C13#2#641,1,S9/C13/C13_R2/S9_C13_R2_IMAG1613.JPG,37871,S9,C13,2,641,2014-09-12,12:18:35,ASG001ndoz,impala,2,1.0,1,0.2,0.0,0.0,1.0,0.0,0.0,0.83,0.52,,1,7,1
372671,SER_S2#K06#2#341,2,S2/K06/K06_R2/S2_K06_R2_PICT1020.JPG,135983,S2,K06,2,341,2011-05-23,13:29:20,ASG0007boe,wildebeest,2,2.0,2,0.62,0.08,0.0,0.85,0.0,0.08,0.87,0.44,,1,0,2
18164,SER_S1#C05#2#26,1,S1/C05/C05_R2/S1_C05_R2_PICT0072.JPG,9027,S1,C05,2,26,2010-07-31,10:11:52,ASG00000bb,gazelleThomsons,1,1.0,1,0.27,0.0,0.73,0.0,0.0,0.0,0.94,0.34,,1,4,1
374547,SER_S4#M13#2#791,2,S4/M13/M13_R2/S4_M13_R2_IMAG1958.JPG,142317,S4,M13,2,791,2012-04-12,13:07:22,ASG000eapa,wildebeest,11-50,5.0,3,0.82,0.04,0.32,0.25,0.11,0.0,0.97,0.22,,1,0,3
617366,SER_S10#Q08#2#535,3,S10/Q08/Q08_R2/S10_Q08_R2_IMAG1487.JPG,231320,S10,Q08,2,535,2015-06-12,13:23:09,ASG001z3lv,wildebeest,5,3.0,1,0.33,0.11,0.56,1.0,0.0,0.0,1.0,0.0,,1,0,3
500698,SER_S7#M02#2#49,1,S7/M02/M02_R2/S7_M02_R2_IMAG0107.JPG,186559,S7,M02,2,49,2013-07-14,08:12:06,ASG00162kw,impala,2,1.0,1,0.1,0.0,0.93,0.0,0.0,0.0,0.91,0.44,,1,7,1
269743,SER_S10#I04#1#29,3,S10/I04/I04_R1/S10_I04_R1_IMAG0072.JPG,100921,S10,I04,1,29,2015-02-21,07:21:07,ASG001wmcs,elephant,2,2.0,2,0.6,0.0,0.1,0.5,0.0,0.0,1.0,0.0,,1,8,2
423743,SER_S5#J05#3#29,3,S5/J05/J05_R3/S5_J05_R3_IMAG0080.JPG,164259,S5,J05,3,29,2012-10-27,11:52:44,ASG000ql8y,giraffe,1,1.0,1,0.6,0.0,0.0,0.5,0.0,0.0,1.0,0.0,,1,9,1
764481,SER_S5#T08#3#76,2,S5/T08/T08_R3/S5_T08_R3_IMAG0207.JPG,291699,S5,T08,3,76,2012-11-11,09:20:57,ASG000tesw,wildebeest,5,5.0,3,0.3,0.0,0.3,1.0,0.0,0.0,1.0,1.0,,1,0,3
274730,SER_S10#I05#1#505,1,S10/I05/I05_R1/S10_I05_R1_IMAG1462.JPG,102814,S10,I05,1,505,2015-03-05,09:49:58,ASG001wnpf,wildebeest,11-50,7.0,2,0.82,0.0,0.82,0.45,0.0,0.36,0.92,0.49,,1,0,4
44,SER_S11#B03#1#22,1,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0046.JPG,21,SER_S11,B03,1,22,2015-08-08,12:32:40,18837501,elephant,10,3.0,1,0.85,0.05,0.25,0.2,0.1,0.25,1.0,0.0,,1,8,3
497524,SER_S9#I07#3#362,2,S9/I07/I07_R3/S9_I07_R3_IMAG1053.JPG,194375,S9,I07,3,362,2014-12-13,12:23:08,ASG001hjst,wildebeest,6,5.0,4,0.8,0.9,0.0,0.8,0.0,0.0,1.0,0.0,,1,0,3
559609,SER_S5#M13#3#871,3,S5/M13/M13_R3/S5_M13_R3_IMAG2417.JPG,216637,S5,M13,3,871,2012-11-12,15:35:06,ASG000rr37,wildebeest,3,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,0,3
538066,SER_S9#J07#3#949,1,S9/J07/J07_R3/S9_J07_R3_IMAG2769.JPG,209852,S9,J07,3,949,2014-12-12,22:46:45,ASG001ixyw,zebra,2,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,3,2
349632,SER_S8#G07#2#67,1,S8/G07/G07_R2/S8_G07_R2_IMAG0132.JPG,129781,S8,G07,2,67,2014-02-25,07:03:09,ASG001c01h,human,3,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,10,1
768200,SER_S9#O05#3#80,1,S9/O05/O05_R3/S9_O05_R3_IMAG0224.JPG,294699,S9,O05,3,80,2014-10-16,05:51:07,ASG001hfzj,giraffe,1,1.0,1,0.2,0.0,0.8,0.0,0.0,0.1,1.0,0.0,,1,9,1
463673,SER_S4#R10#2#5,3,S4/R10/R10_R2/S4_R10_R2_IMAG0011.JPG,175775,S4,R10,2,5,2012-03-08,10:07:04,ASG000fhrh,zebra,8,7.0,5,0.05,0.0,1.0,0.0,0.0,0.05,1.0,0.0,,1,3,4
90393,SER_S9#C12#3#128,1,S9/C12/C12_R3/S9_C12_R3_IMAG0324.JPG,36150,S9,C12,3,128,2014-11-07,13:49:31,ASG001nsxe,zebra,3,2.0,1,0.2,0.0,0.1,0.9,0.0,0.0,1.0,0.0,,1,3,2
468759,SER_S4#R11#2#1,1,S4/R11/R11_R2/S4_R11_R2_IMAG0001.JPG,177664,S4,R11,2,1,2012-03-07,08:51:51,ASG000cfvb,human,1,1.0,1,0.44,0.06,0.17,0.0,0.33,0.0,1.0,0.0,,1,10,1
396018,SER_S7#J02#1#512,1,S7/J02/J02_R1/S7_J02_R1_IMAG1370.JPG,148461,S7,J02,1,512,2013-06-02,12:38:45,ASG00180qs,impala,2,1.0,1,0.8,0.0,0.0,0.3,0.0,0.0,0.83,0.52,,1,7,1
375314,SER_S5#I05#3#463,2,S5/I05/I05_R3/S5_I05_R3_IMAG1378.JPG,145875,S5,I05,3,463,2012-10-19,12:32:19,ASG000q6eh,gazelleThomsons,1,1.0,1,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,,1,4,1
462994,SER_S9#H11#2#428,2,S9/H11/H11_R2/S9_H11_R2_IMAG1154.JPG,181138,S9,H11,2,428,2014-09-28,12:49:51,ASG001ife4,zebra,3,2.0,1,0.4,0.0,0.0,0.9,0.0,0.0,1.0,0.0,,1,3,2
665195,SER_S10#S09#2#108,3,S10/S09/S09_R2/S10_S09_R2_IMAG0292.JPG,248377,S10,S09,2,108,2015-04-08,10:39:27,ASG001xbnc,zebra,11-50,10.0,2,0.75,0.08,0.25,0.75,0.0,0.0,1.0,0.46,,1,3,4
638102,SER_S10#R09#2#202,1,S10/R09/R09_R2/S10_R09_R2_IMAG0555.JPG,238882,S10,R09,2,202,2015-05-05,17:52:28,ASG001w3jb,zebra,11-50,6.0,1,0.5,0.0,0.3,0.8,0.2,0.0,1.0,0.0,,1,3,4
117855,SER_S7#D02#2#37,1,S7/D02/D02_R2/S7_D02_R2_IMAG0108.JPG,43111,S7,D02,2,37,2013-06-05,11:07:00,ASG0013pb0,zebra,6,3.0,2,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,3,3
492051,SER_S2#P09#3#79,2,S2/P09/P09_R3/S2_P09_R3_IMAG0198.JPG,178777,S2,P09,3,79,2011-05-24,13:04:08,ASG0006gee,gazelleThomsons,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.93,0.37,,1,4,1
365990,SER_S5#I03#3#78,1,S5/I03/I03_R3/S5_I03_R3_IMAG0180.JPG,142464,S5,I03,3,78,2012-10-21,06:29:33,ASG000q3nt,buffalo,5,3.0,3,0.0,0.0,0.7,0.6,0.0,0.0,1.0,0.0,,1,6,3
184041,SER_S4#G03#2#70,3,S4/G03/G03_R2/S4_G03_R2_IMAG0186.JPG,71354,S4,G03,2,70,2012-04-15,13:51:24,ASG000fear,impala,1,1.0,1,0.54,0.0,0.54,0.0,0.0,0.0,0.87,0.57,,1,7,1
805736,SER_S5#U09#1#415,1,S5/U09/U09_R1/S5_U09_R1_IMAG1161.JPG,306823,S5,U09,1,415,2012-05-23,14:40:03,ASG000tqmv,wildebeest,11-50,8.0,5,0.2,0.0,0.9,0.2,0.0,0.4,1.0,0.0,,1,0,4
607978,SER_S10#Q06#1#75,3,S10/Q06/Q06_R1/S10_Q06_R1_IMAG0171.JPG,227507,S10,Q06,1,75,2015-01-03,06:56:55,ASG001u9he,zebra,10,6.0,4,0.5,0.0,0.2,1.0,0.0,0.1,0.91,0.44,,1,3,4
769597,SER_S5#T10#4#504,3,S5/T10/T10_R4/S5_T10_R4_IMAG1356.JPG,293764,S5,T10,4,504,2012-11-30,07:33:23,ASG000tgdk,gazelleGrants,2,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.91,0.44,,1,11,2
648942,SER_S10#R12#2#708,1,S10/R12/R12_R2/S10_R12_R2_IMAG02040.JPG,242761,S10,R12,2,708,2015-05-08,13:20:16,ASG001ypuu,wildebeest,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,0,1
18543,SER_S2#B08#1#119,1,S2/B08/B08_R1/S2_B08_R1_PICT0353.JPG,6865,S2,B08,1,119,2011-03-19,22:01:13,ASG0003k6r,wildebeest,1,1.0,1,0.09,0.0,0.0,0.91,0.0,0.0,0.85,0.49,,1,0,1
824522,SER_S7#U10#1#33,1,S7/U10/U10_R1/S7_U10_R1_IMAG0083.JPG,303238,S7,U10,1,33,2013-04-20,17:10:39,ASG0012ero,wildebeest,11-50,2.0,2,0.27,0.0,0.12,1.0,0.0,0.04,0.93,0.37,,1,0,2
305612,SER_S9#F04#2#87,3,S9/F04/F04_R2/S9_F04_R2_IMAG0150.JPG,121942,S9,F04,2,87,2014-09-09,18:30:14,ASG001o2ax,zebra,1,1.0,1,0.2,0.0,0.0,0.9,0.0,0.0,1.0,0.0,,1,3,1
471946,SER_S8#I05#1#296,2,S8/I05/I05_R1/S8_I05_R1_IMAG0867.JPG,174378,S8,I05,1,296,2013-12-04,13:39:05,ASG001b5a8,gazelleGrants,1,1.0,1,1.0,0.0,0.0,0.1,0.0,0.0,0.91,0.44,,1,11,1
634276,SER_S10#R08#1#77,3,S10/R08/R08_R1/S10_R08_R1_IMAG0183.JPG,237403,S10,R08,1,77,2014-12-10,08:23:10,ASG001wnmv,wildebeest,10,7.0,1,0.33,0.0,0.89,0.11,0.0,0.0,0.9,0.47,,1,0,4
354512,SER_S2#J12#1#81,3,S2/J12/J12_R1/S2_J12_R1_IMAG0153.JPG,129451,S2,J12,1,81,2011-03-25,08:59:27,ASG000670h,zebra,1,1.0,1,0.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,3,1
29101,SER_S10#C01#1#851,3,S10/C01/C01_R1/S10_C01_R1_IMAG2109.JPG,10638,S10,C01,1,851,2015-03-13,12:11:13,ASG001uv8z,wildebeest,9,3.0,2,1.0,0.2,0.3,0.8,0.0,0.0,1.0,0.0,,1,0,3
94818,SER_S6#E03#2#137,1,S6/E03/E03_R2/S6_E03_R2_IMAG0197.JPG,34821,S6,E03,2,137,2013-02-13,20:02:55,ASG000yr4u,impala,6,5.0,4,0.93,1.0,0.21,0.43,0.0,0.07,0.88,0.42,,1,7,3
386890,SER_S3#T08#12#312,1,S3/T08/T08_R12/S3_T08_R12_IMAG0890.JPG,147334,S3,T08,12,312,2011-12-01,15:27:07,ASG000b24z,zebra,1,1.0,1,0.07,0.0,0.93,0.0,0.0,0.0,1.0,0.0,,1,3,1
517208,SER_S4#U10#2#72,3,S4/U10/U10_R2/S4_U10_R2_IMAG0217.JPG,198945,S4,U10,2,72,2012-03-05,07:55:47,ASG000c8by,zebra,5,4.0,1,0.56,0.0,0.96,0.24,0.0,0.0,1.0,0.24,,1,3,3
25372,SER_S9#B09#2#395,3,S9/B09/B09_R2/S9_B09_R2_IMAG1121.JPG,9303,S9,B09,2,395,2014-09-06,17:01:55,ASG001gm5t,zebra,6,4.0,3,0.15,0.0,0.92,0.0,0.0,0.0,1.0,0.0,,1,3,3
652633,SER_S9#M05#2#111,1,S9/M05/M05_R2/S9_M05_R2_IMAG0323.JPG,253553,S9,M05,2,111,2014-07-21,08:41:36,ASG001lzzk,zebra,11-50,5.0,2,0.58,0.0,0.83,0.83,0.08,0.0,1.0,0.46,,1,3,3
166288,SER_S2#F05#2#327,3,S2/F05/F05_R2/S2_F05_R2_IMAG0899.JPG,61609,S2,F05,2,327,2011-06-07,12:22:02,ASG0004t1h,gazelleThomsons,11-50,2.0,1,0.86,0.07,0.0,0.57,0.0,0.0,0.93,0.35,,1,4,2
546370,SER_S2#S13#2#351,3,S2/S13/S13_R2/S2_S13_R2_PICT1053.JPG,197733,S2,S13,2,351,2011-03-30,07:19:52,ASG0006tli,wildebeest,11-50,6.0,3,0.13,0.07,0.47,0.67,0.0,0.0,0.83,0.71,,1,0,4
332283,SER_S11#K13#2#633,2,SER_S11/K13/K13_R2/SER_S11_K13_R2_IMAG1653.JPG,129699,SER_S11,K13,2,633,2015-10-06,16:26:38,29768516,gazellethomsons,2,2.0,2,0.0,0.0,1.0,0.0,0.12,0.0,1.0,0.0,,1,2,2
439745,SER_S4#Q05#2#47,2,S4/Q05/Q05_R2/S4_Q05_R2_IMAG0106.JPG,165855,S4,Q05,2,47,2012-04-17,11:54:10,ASG000blyt,wildebeest,4,3.0,1,0.57,0.0,0.14,0.71,0.0,0.0,0.93,1.0,,1,0,3
178751,SER_S8#E04#3#46,2,S8/E04/E04_R3/S8_E04_R3_IMAG0121.JPG,66687,S8,E04,3,46,2014-04-15,16:25:53,ASG001fa1x,wildebeest,3,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,0,3
116763,SER_S5#D04#1#311,2,S5/D04/D04_R1/S5_D04_R1_IMAG0828.JPG,45595,S5,D04,1,311,2012-06-10,09:07:20,ASG000nszd,otherBird,3,3.0,3,0.4,0.0,0.8,0.0,0.0,0.0,1.0,0.0,,1,12,3
342357,SER_S3#P10#12#248,2,S3/P10/P10_R12/S3_P10_R12_IMAG0735.JPG,130058,S3,P10,12,248,2011-11-13,13:32:36,ASG000atgg,wildebeest,8,4.0,3,0.31,0.69,0.0,0.08,0.0,0.0,0.87,0.57,,1,0,3
628630,SER_S7#O08#3#448,2,S7/O08/O08_R3/S7_O08_R3_IMAG1334.JPG,234694,S7,O08,3,448,2013-11-01,11:42:41,ASG0012p5c,hartebeest,2,1.0,1,0.86,0.0,0.04,0.04,0.07,0.0,0.9,0.92,,1,1,1
557044,SER_S2#U09#1#163,3,S2/U09/U09_R1/S2_U09_R1_IMAG0447.JPG,201748,S2,U09,1,163,2011-04-05,14:54:53,ASG000729s,wildebeest,8,2.0,1,1.0,0.08,0.0,0.0,0.0,0.0,0.86,0.46,,1,0,2
495265,SER_S4#S12#2#751,1,S4/S12/S12_R2/S4_S12_R2_IMAG2241.JPG,190404,S4,S12,2,751,2012-02-21,15:31:18,ASG000c07h,gazelleThomsons,11-50,3.0,1,0.52,0.31,0.24,0.9,0.0,0.0,0.97,0.6,,1,4,3
77972,SER_S9#C07#3#198,3,S9/C07/C07_R3/S9_C07_R3_IMAG0520.JPG,30938,S9,C07,3,198,2014-11-05,15:01:54,ASG001ipjn,zebra,2,2.0,2,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1,3,2
360908,SER_S11#M07#2#271,1,SER_S11/M07/M07_R2/SER_S11_M07_R2_IMAG0780.JPG,139764,SER_S11,M07,2,271,2015-10-24,12:20:46,29791485,elephant,1,1.0,1,0.6,0.0,0.5,0.1,0.0,0.0,1.0,0.0,,1,8,1
852686,SER_S8#P13#1#360,1,S8/P13/P13_R1/S8_P13_R1_IMAG0956.JPG,315411,S8,P13,1,360,2014-01-15,14:03:11,ASG001clrs,zebra,1,1.0,1,0.9,0.0,0.0,0.0,0.1,0.0,0.91,0.44,,1,3,1
676328,SER_S5#P10#3#1221,2,S5/P10/P10_R3/S5_P10_R3_IMAG3656.JPG,259693,S5,P10,3,1221,2012-10-09,14:13:10,ASG000sp9h,hartebeest,1,1.0,1,0.1,0.0,0.3,0.9,0.0,0.0,1.0,0.0,,1,1,1
560607,SER_S2#U10#1#89,2,S2/U10/U10_R1/S2_U10_R1_IMAG0236.JPG,203029,S2,U10,1,89,2011-03-26,16:21:25,ASG00073er,zebra,3,2.0,2,0.17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1,3,2
63050,SER_S1#E06#4#606,2,S1/E06/E06_R4/S1_E06_R4_PICT1815.JPG,27142,S1,E06,4,606,2010-10-31,13:23:52,ASG0002i0x,wildebeest,3,2.0,1,0.94,0.0,0.11,0.0,0.0,0.0,1.0,0.0,,1,0,2
601273,SER_S7#N09#3#231,2,S7/N09/N09_R3/S7_N09_R3_IMAG0670.JPG,224987,S7,N09,3,231,2013-10-16,11:10:25,ASG0012w93,zebra,3,3.0,1,0.7,0.0,0.9,0.1,0.1,0.0,1.0,0.0,,1,3,3
331519,SER_S5#H07#1#967,1,S5/H07/H07_R1/S5_H07_R1_IMAG2076.JPG,129458,S5,H07,1,967,2012-06-14,13:32:51,ASG000ptdy,elephant,2,1.0,1,1.0,0.0,0.1,0.1,0.1,0.1,1.0,0.0,,1,8,1
250021,SER_S11#I11#1#2256,1,SER_S11/I11/I11_R1/SER_S11_I11_R1_IMAG2257.JPG,98694,SER_S11,I11,1,2256,2015-10-19,11:28:55,27908226,gazellethomsons,8,8.0,8,1.0,0.0,0.0,0.0,0.0,0.4,0.91,0.44,,1,2,4
937865,SER_S8#S09#2#56,3,S8/S09/S09_R2/S8_S09_R2_IMAG0167.JPG,347037,S8,S09,2,56,2014-03-01,17:30:41,ASG001a2rw,wildebeest,1,1.0,1,0.3,0.0,0.3,0.6,0.1,0.0,0.83,0.65,,1,0,1
338633,SER_S5#H07#3#416,1,S5/H07/H07_R3/S5_H07_R3_IMAG1111.JPG,132135,S5,H07,3,416,2012-11-29,13:11:27,ASG000pvgw,guineaFowl,3,3.0,2,0.3,0.0,0.4,1.0,0.0,0.0,1.0,0.0,,1,13,3
415864,SER_S9#H05#2#1053,2,S9/H05/H05_R2/S9_H05_R2_IMAG2893.JPG,164067,S9,H05,2,1053,2014-10-16,14:01:55,ASG001kyno,wildebeest,7,4.0,2,0.8,0.5,0.1,0.5,0.0,0.0,0.91,0.44,,1,0,3
540404,SER_S7#M07#3#881,1,S7/M07/M07_R3/S7_M07_R3_IMAG2001.JPG,201852,S7,M07,3,881,2013-09-17,13:10:23,ASG0015q9a,gazelleThomsons,2,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.89,0.37,,1,4,1
694890,SER_S5#Q07#3#59,2,S5/Q07/Q07_R3/S5_Q07_R3_IMAG0164.JPG,266931,S5,Q07,3,59,2012-11-02,14:30:08,ASG000suzt,zebra,5,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,3,2
85481,SER_S4#D06#1#48,3,S4/D06/D06_R1/S4_D06_R1_IMAG0106.JPG,32350,S4,D06,1,48,2012-01-26,10:03:01,ASG000d4jp,warthog,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.94,0.34,,1,5,1
824636,SER_S8#P04#2#125,1,S8/P04/P04_R2/S8_P04_R2_IMAG0366.JPG,304969,S8,P04,2,125,2014-04-29,15:14:47,ASG001csib,elephant,1,1.0,1,0.55,0.0,0.55,0.0,0.0,0.0,1.0,0.41,,1,8,1
584122,SER_S10#P10#2#753,1,S10/P10/P10_R2/S10_P10_R2_IMAG2062.JPG,218349,S10,P10,2,753,2015-06-18,10:58:47,ASG001w4h8,wildebeest,1,1.0,1,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,,1,0,1
512488,SER_S8#J04#3#37,1,S8/J04/J04_R3/S8_J04_R3_IMAG0103.JPG,189795,S8,J04,3,37,2014-05-30,13:39:42,ASG001ahgn,gazelleGrants,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,11,1
238677,SER_S5#E13#1#182,1,S5/E13/E13_R1/S5_E13_R1_IMAG0515.JPG,92346,S5,E13,1,182,2012-07-07,14:16:57,ASG000owvt,gazelleThomsons,2,2.0,2,1.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,,1,4,2
208509,SER_S2#G04#2#29,1,S2/G04/G04_R2/S2_G04_R2_IMAG0081.JPG,76587,S2,G04,2,29,2011-03-10,11:17:23,ASG00055gl,buffalo,11-50,8.0,6,0.42,0.17,0.58,0.25,0.0,0.0,0.86,0.59,,1,6,4
157486,SER_S1#H03#1#2,2,S1/H03/H03_R1/S1_H03_R1_PICT0003.JPG,62852,S1,H03,1,2,2010-08-31,09:03:50,ASG000065l,human,2,2.0,2,0.44,0.19,0.69,0.0,0.31,0.0,1.0,0.0,,1,10,2
439250,SER_S10#M08#1#5,2,S10/M08/M08_R1/S10_M08_R1_IMAG0012.JPG,164343,S10,M08,1,5,2014-11-24,10:29:22,ASG001yxw8,wildebeest,3,2.0,2,0.2,0.3,0.1,0.9,0.0,0.0,1.0,0.0,,1,0,2
85614,SER_S9#C11#1#524,1,S9/C11/C11_R1/S9_C11_R1_IMAG1379.JPG,34050,S9,C11,1,524,2014-08-27,12:26:29,ASG001ll6c,zebra,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,3,1
23246,SER_S2#C04#1#86,3,S2/C04/C04_R1/S2_C04_R1_IMAG0196.JPG,9137,S2,C04,1,86,2011-03-14,10:06:43,ASG0003lyl,koriBustard,1,1.0,1,0.67,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,1,14,1
